overall.token.number	speaker.id	t.or.s	wl.or.rp	nationality	countrybirth.t	ethnicity	school	form.s	education.t	interview.1(liveadabroad)	interview.2(durationabroad)	interview3(attitudes.etc)	lexical set	mono.or.di	age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	F*1_normalized	F*2_normalized	F*1gl_normalized	F*2gl_normalized	euclid.onset.glide.norm	euclid.dist.token.to.mean.onset	euclid.dist.token.to.mean.glide	nFormants	oFormants		poles	bandwidths	man.check	nFormants.man	reliabel	besser.als.default	comment	pot.exclusion.nachIQR	pot.exclusion.numeric	pot.exclusion.nachEuclidtoMeanperVowel	pot.exclusion.both.euclid.visual
196	2	s	RP	TT	Trinidad	AT	EDW						DRESS	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			EH	1	sp	however	sp	802.1	1786.4	2834.4	84.1	152.6	221.6	33.687	33.622	33.752	0.13	e	fricative	labiodental	voiced		one_fol_syll			AW2	V	internal	3	SP	HH AW2 EH1 V ER0	SP	864.1223	1746.8722	796.7851	1793.0648	802.0927	1786.3765	738.8137	1721.8167	696.5842	1626.6602	491.648	1364.045				63.880308617		5	5	[807.4220959116014, 2033.9857159458893, 3638.8285284386757],[748.8292434425479, 1683.61283640511, 2740.956778167444, 4204.373455198905],[802.092737248285, 1786.3765075213407, 2834.383969214957, 4223.253472851341],[754.0197780376895, 950.7468402299239, 1863.7876764565165, 2883.1076024649133, 4178.951873106425]	[217.34323371999076, 614.8293429525229, 1193.533856595158],[86.97169883396569, 329.10862808140575, 500.8811058123665, 604.3647179117919],[84.06105443169542, 152.5929095468792, 221.59538912875595, 341.6680408318815],[197.82564393148195, 749.0381776689809, 135.58142979994204, 91.57258561007517, 107.96895045418724]			5	1	1			99	99	99
198	2	s	RP	TT	Trinidad	AT	EDW						DRESS	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			EH	2	sp	advent	sp	714.9	2167.6	3947.3	236.6	320.5	1205.1	36.803	36.748	36.859	0.111	e	nasal	apical	voiced	oral_labial	complex_coda			V	N	internal	4	SP	AE1 D V EH2 N T	SP	679.9225	2041.2081	726.4201	2123.5735	714.9098	2167.5975	675.2638	2271.208	627.4219	2428.5009	453.641	1530.056				108.3833013753		3	3	[714.9097806449951, 2167.59754027656, 3947.2704099679713],[765.2014044584179, 2204.9265271561335, 3926.8612050698075],[752.0745065131201, 852.7047136287628, 2200.5807619504085, 3470.1214171056554, 4495.377874034257],[612.099754369683, 1066.3170565228424, 2190.5866233231227, 3213.434711424867, 4238.317508085117]	[236.6460948795624, 320.54288111319784, 1205.1256607151454],[305.2704578084649, 249.28749390437608, 912.2176384516605],[392.427450454889, 1314.6237235379713, 175.69686716364544, 818.2636040694654, 789.8938999978609],[346.41261343233333, 531.6917472374868, 105.55697981717813, 489.0570146691208, 409.73818008304175]			3	1	1			99	99	99
238	2	s	RP	TT	Trinidad	AT	EDW						DRESS	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			EH	2	sp	sunsets	sp	777.3	2005.1	3207.4	111.6	366.4	1330.4	81.555	81.477	81.632	0.155	e	stop	apical	voiceless	oral_apical	complex_coda			S	T	internal	5	SP	S AH1 N S EH2 T S	SP	718.5554	1959.2896	749.4682	2071.1302	777.3419	2005.1489	751.4631	2004.9166	707.7396	2056.6627	480.856	1459.27				32.6338618003		4	4	[776.877728925679, 2106.8173392788467],[777.3419414714542, 2005.1489072918698, 3207.426273686226],[681.4842967516952, 791.457771082385, 1997.8487450130613, 3077.969726975926, 5068.405229058495],[678.8941743028395, 823.8932570534333, 1986.2160983442743, 3007.2547393271047, 4050.8012852211564, 5086.869660882479]	[132.9950603727622, 435.9633774168423],[111.57655605520881, 366.3858116160017, 1330.391319835691],[1259.6170801209341, 133.19755478434908, 179.2767424248191, 409.4163319054703, 471.78387067405583],[502.27144735300624, 215.14575841111122, 127.14488426654933, 370.91380575144655, 3730.049024475374, 643.8293910893971]			4	1	1			99	99	99
255	2	s	RP	TT	Trinidad	AT	EDW						DRESS	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			EH	1	sp	heading	sp	758.5	1983.5	2979.6	40.9	322.4	280.5	102.574	102.521	102.627	0.106	e	stop	apical	voiced		one_fol_syll			HH	D	internal	2	SP	HH EH1 D AH0 N	SP	813.4081	1319.3704	785.446	2007.4755	758.4884	1983.5499	722.9952	2030.3767	681.4115	1969.4833	472.691	1450				27.9793009384		5	5	[786.335775419204, 2547.453111878535, 3978.100137275881],[753.8310324573454, 1952.5156627464914, 2976.646478287466, 4557.318246783111],[758.4884023474079, 1983.5498559161172, 2979.5806171292656, 4479.689459273086],[738.2035306144395, 1158.2859188928776, 2086.3426708142606, 2986.8019259592065, 4158.890883665714, 4875.4988039015325]	[127.12492969506448, 581.1535747851642, 1812.4810246134177],[37.10309887798556, 403.9744714016244, 351.50815004056483, 792.8314257085418],[40.853849782658095, 322.4006445702436, 280.472999362323, 786.0315481646301],[41.9013319338847, 620.9674973397275, 185.98392002927457, 136.0445000600766, 675.6535421195892, 983.959631323122]			5	1	4			99	99	99
287	3	s	WL	TT	Trinidad	AT	FC						DRESS	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			EH	1	sp	better	sp	566.8	1481.2	2761.1	126.4	140.6	182.9	4.328	4.283	4.373	0.09	e	stop	apical	voiceless	oral_labial	one_fol_syll			B	T	internal	2	SP	B EH1 T ER0	SP	571.4389	1517.7743	573.8981	1494.8865	566.7551	1481.2086	539.9032	1456.96	517.5696	1430.1925	496.059	1485.955				58.3860831534		4	4	[733.3640372540449, 1383.964809187721, 2970.1127786817233],[566.7550943185024, 1481.2086148966337, 2761.0728061261643, 3817.6756910998597],[549.6586176610915, 1432.317874105082, 2638.7727407427356, 2864.037526355171, 4027.216354433538],[546.7416358333603, 1421.7940353944152, 2351.858302085651, 2811.1719226241344, 3839.096775067119]	[1256.0983686760817, 1214.6822003813102, 589.0223772469808],[126.39549382792875, 140.5516336902838, 182.94716708470182, 651.5509162147287],[46.21011433020781, 80.64973312135604, 636.6141991247289, 627.3279342667684, 714.9160165715931],[37.795639286568985, 82.80188802233938, 983.2921931497779, 323.74632497520565, 722.6521427890584]			4	1	2			99	99	99
317	3	s	RP	TT	Trinidad	AT	FC						DRESS	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			EH	1	sp	seventeen	seventy	582.3	1365.9	2695.9	74	92.6	156.8	12.854	12.821	12.888	0.067	e	fricative	labiodental	voiced	oral_apical	two_fol_syl			S	V	internal	2	SP	S EH1 V AH0 N T IY1 N	S EH1 V AH0 N T IY0	555.7554	1439.0363	606.2106	1436.4013	611.5686	1411.5587	597.4029	1387.9987	600.7679	1339.9448	509.478	1391.292				41.5379831961		4	5	[817.2909303488334, 1769.7279389439534, 3034.6386225409506],[611.5685504079897, 1411.5587124456213, 2787.8250460890317, 3479.486527756647],[582.1814692705617, 1362.4227133801621, 2688.215677422196, 3330.6239944843264, 4472.660605853068],[585.8901022110605, 1361.3865876986565, 2675.2251935900335, 2994.268003476543, 3393.406897083835]	[612.185307189046, 1694.3083515097546, 293.5942618099857],[236.98084599754972, 288.3821302111129, 185.2028432991521, 302.67290186754514],[68.2225518405522, 90.71068773470046, 148.63681400914643, 227.3156384580061, 2896.7381277611885],[66.63422778983815, 74.88225002539576, 217.12716039191463, 1118.928485619251, 284.74331809784366]			5	2	2			99	99	99
319	3	s	RP	TT	Trinidad	AT	FC						DRESS	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			EH	1	seventeen	seventy	eight	551.4	1253.4	2609.8	111.5	144.9	249.6	13.4	13.367	13.433	0.066	e	fricative	labiodental	voiced	oral_apical	two_fol_syl			S	V	internal	2	S EH1 V AH0 N T IY1 N	S EH1 V AH0 N T IY0	EY1 T	515.8782	1348.4295	553.0767	1308.3946	551.3722	1253.4028	523.0052	1152.6127	501.6128	1142.9542	482.639	1298.876				129.2253500556		5	5	[846.3416665222408, 978.7215428005225, 3037.837708125541],[578.7735028245222, 1292.2001027697877, 2806.7084942237716, 3788.983691466954],[551.372192846564, 1253.4027722572073, 2609.7787649409474, 3407.4840589157698],[533.8070585102467, 1216.7098073281265, 1720.8035807011809, 2660.850538286503, 3449.830235945513]	[580.62142273729, 2834.6988671561967, 665.6876101482624],[248.7682994364539, 353.1995595736714, 365.8463639922733, 898.738591375142],[111.51017921243186, 144.9024241661576, 249.6444124919108, 322.28355882848325],[82.9679284944825, 167.26122809432206, 1500.1005901085657, 240.3140573778169, 270.05123353873336]			5	1	4			99	99	99
330	3	s	RP	TT	Trinidad	AT	FC						DRESS	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			EH	1	sp	century	sp	551.2	1560.4	2791	102.5	208.7	373.9	21.175	21.127	21.223	0.096	e	nasal	apical	voiced	oral_apical	complex_two_syl			S	N	internal	2	SP	S EH1 N CH ER0 IY0	SP	498.9636	1516.6978	546.0864	1531.8329	551.2464	1560.4122	515.5739	1582.3196	465.8464	1520.1288	482.451	1551.124				123.4459370615		5	5	[656.7614922565489, 1896.4773858835435, 3133.4989088038474],[574.1447832483478, 1683.3596771333553, 3085.1181036540834, 3717.7646913876997],[551.2464292550706, 1560.4122054605418, 2791.031067591461, 3221.03504563055],[557.7448823024182, 653.7369705474996, 1575.8893641313607, 2759.18942460852, 3215.1209182616685]	[665.8439243523136, 1475.8533076024503, 197.4286344206277],[222.28486152108638, 452.5768893156387, 154.35621262976042, 1797.7083948324482],[102.47739174706736, 208.65302164690152, 373.87118591046675, 158.50077137284052],[112.8562154070762, 2951.6991647102323, 178.46605104728025, 278.954749458687, 114.88994925602545]			5	1	4			99	99	99
332	3	s	RP	TT	Trinidad	AT	FC						DRESS	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			EH	2	sp	destination	sp	507.1	1483.4	2489.5	38.3	88.8	612.6	23.624	23.587	23.661	0.074	e	fricative	apical	voiceless	oral_apical	complex_two_syl			D	S	internal	2	SP	D EH2 S T AH0 N EY1 SH AH0 N	SP	510.3662	1553.5735	518.9081	1522.7563	516.9623	1524.2703	511.7148	1527.0912	504.0332	1510.504	444.257	1487.921				75.3740146868		4	4	[576.4507957916508, 1699.8454178609877, 3162.0946930481036],[516.9622865598557, 1524.2702704681135, 2783.2591215902403, 3509.1902810987835],[503.6556582495745, 1465.4579599364472, 2460.8125118621306, 3114.700230657863, 3707.6157389717655],[510.2643341965583, 1478.7110248953388, 2478.7179249613055, 3147.0958621805976, 3797.7207545764963]	[570.909760741401, 650.1003560522228, 302.71246971057263],[103.30923305760292, 142.08420490891513, 295.4506199671347, 326.8244441199193],[30.226960885002182, 73.9632628612006, 488.7921079747717, 443.39101231207206, 579.3349585186583],[42.46999337795536, 57.32842291574488, 283.4853463955959, 266.4100542767151, 430.49853018422914]			5	2	2			99	99	99
341	3	s	RP	TT	Trinidad	AT	FC						DRESS	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			EH	2	the	advent	sp	505.3	1467.2	2679.5	50.6	100.5	265.4	31.482	31.425	31.538	0.113	e	nasal	apical	voiced	oral_labial	complex_coda			V	N	internal	4	DH IY0	AE1 D V EH2 N T	SP	511.0686	1414.0935	508.5108	1447.4687	505.3029	1467.2226	497.1798	1484.5485	510.0092	1467.5649	442.661	1474.438				66.2765959069		5	5	[583.2461040672868, 1731.1388475679269, 3043.870506752533],[517.7190338415301, 1522.1518252357814, 2863.280424105454, 3369.580666555945],[505.3028666317262, 1467.2225688268759, 2679.513001004386, 3197.9667543652845],[505.56160840135584, 1455.612388140978, 2599.6918509240113, 2807.909010591146, 3275.0438736940337]	[553.4861557308413, 847.77399620641, 184.85054291340617],[133.7205179446369, 218.95802507944535, 262.6935004489718, 520.4004448904743],[50.56908186315961, 100.54759074615396, 265.43527746952145, 202.3417509112944],[45.59323844198119, 89.82094204560661, 866.8733029547255, 506.6908766810571, 300.2422643019086]			5	1	4			99	99	99
378	3	s	RP	TT	Trinidad	AT	FC						DRESS	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			EH	2	sp	sunsets	sp	498	1363	2657.9	53.2	86.9	446.1	64.291	64.224	64.358	0.134	e	stop	apical	voiceless	oral_apical	complex_coda			S	T	internal	5	SP	S AH1 N S EH2 T S	SP	489.5081	1404.2318	494.7264	1211.3499	496.502	1366.9973	499.0785	561.2099	490.4489	1372.9003	436.374	1389.045				66.1013887978		6	6	[999.095535206362, 2992.4476098593314],[511.88276994664665, 1404.9338075924893, 2826.7601092908417, 4263.241417929695],[498.2048799749564, 1360.336904988345, 2628.46675965906, 3379.36727748243],[496.50203158115136, 1366.9972739806874, 1368.6588898036587, 2624.7289846675453, 3375.553322147059, 4559.241746009133]	[912.3093375489233, 1666.2215600653246],[126.4245778072445, 161.11774221659425, 290.15112578469854, 941.475772509002],[47.67919470824405, 81.11405318573154, 421.6005903535939, 924.5895683536236],[49.54338899415309, 94.42503758346245, 1997.8463334545527, 253.8558560441109, 425.1097884289306, 563.278573045788]			5	3	2			99	99	99
394	3	s	RP	TT	Trinidad	AT	FC						DRESS	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			EH	1	sp	heading	sp	560.3	1558.3	2707.3	116.2	79.3	171.8	79.633	79.604	79.663	0.059	e	stop	apical	voiced		one_fol_syll			HH	D	internal	2	SP	HH EH1 D AH0 N	SP	567.7468	1548.1567	581.6568	1551.8845	568.6045	1562.2833	542.7514	1593.3837	515.581	1618.6116	490.428	1549.438				121.5393743937		4	5	[655.2570669453421, 1669.330868509366, 3205.438702365761],[568.6045415106415, 1562.2832735645093, 2778.6205369445156, 3606.307500802785],[571.2939740545045, 1556.346865602339, 2714.6858813033177, 3516.682778317852],[545.8271260204385, 1284.1497443538574, 1568.455797482997, 2723.467187442468, 3500.734111527356, 4409.497850004378]	[1074.7094666185346, 701.2083413089606, 402.1606325721309],[161.3265304055269, 127.93808886117982, 256.1905477154326, 275.6167021669844],[129.74515924858156, 85.6468272772604, 179.81503657463375, 197.73184131457032],[105.28737125510081, 1254.6106366185238, 123.65503428993689, 130.93330879557013, 162.1976844242524, 1456.201082574464]			5	2	2			99	99	99
436	4	s	WL	TT	Trinidad	IT	FC						DRESS	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			EH	1	sp	better	sp	686	1599.6	2558.3	64.8	110.2	390.9	2.563	2.52	2.605	0.085	e	stop	apical	voiceless	oral_labial	one_fol_syll			B	T	internal	2	SP	B EH1 T ER0	SP	665.3146	1553.85	682.1527	1592.3756	686.0378	1599.5822	681.5021	1616.8229	684.3157	1636.666	506.569	1384.551				46.4613900136		4	4	[741.3123298569984, 1726.4237567270993, 3074.474286343276],[686.0378348574515, 1599.5822431101585, 2558.273094931739, 3768.2734011240673],[696.8960301902962, 1612.0467857251758, 2562.7067486277506, 3727.016057317608],[671.2254538052455, 1271.0934100013947, 1650.6401218210133, 2612.147070712832, 3677.9014423864787]	[281.21133655547163, 307.0224506821473, 783.1265941369924],[64.76267889579039, 110.19545679598497, 390.85180778074755, 877.1532353446329],[76.08835213139068, 90.2384100867367, 288.88252697979993, 714.4674519847075],[70.57189805034811, 886.3971131764927, 130.017594569743, 141.74335318702467, 255.32040276200686]			4	1	1			99	99	99
466	4	s	RP	TT	Trinidad	IT	FC						DRESS	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			EH	1	sp	seventeen	sp	635.3	1583.5	2844.6	107.7	108.2	104.5	9.715	9.682	9.748	0.066	e	fricative	labiodental	voiced	oral_apical	two_fol_syl			S	V	internal	2	SP	S EH1 V AH0 N T IY1 N	SP	593.9287	1593.2874	636.8676	1607.7644	635.2531	1583.4875	628.1431	1540.6734	629.9425	1489.5258	466.029	1373.876				59.0426338928		4	4	[1245.83305956244, 2989.8735599174056],[635.2530828508767, 1583.4875184625714, 2844.579428099454, 3933.414168367849],[623.3170832794375, 1558.640584491985, 2696.051832417322, 2845.5088647067146, 3979.36916109398],[615.4803357076489, 1379.8010400260875, 1574.4252081297855, 2812.207609201609, 3389.9696783195063, 4106.0422615730295]	[908.8713580039046, 617.7758611538486],[107.71584820487031, 108.16623350136602, 104.53268230857111, 348.67810892000364],[68.50832458406637, 97.69991477788662, 2304.116265199945, 152.34229841972095, 363.857026581506],[67.50162342087839, 1391.6942484056315, 120.38987701851076, 121.89443551201809, 754.1875318734358, 309.4745223503536]			4	1	2			99	99	99
468	4	s	RP	TT	Trinidad	IT	FC						DRESS	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			EH	1	sp	seventy	sp	636.9	1542	2846.5	70.4	133.1	190.7	10.223	10.183	10.264	0.081	e	fricative	labiodental	voiced	oral_apical	two_fol_syl			S	V	internal	2	SP	S EH1 V AH0 N IY0	SP	645.9795	1668.455	653.842	1628.7806	636.8979	1541.9832	635.8388	1502.8045	619.6528	1426.7404	467.342	1346.629				84.330217034		5	5	[944.2864349653909, 1957.3445666161394, 3033.696026301027],[654.166632853055, 1589.9589636400021, 2862.480837973522, 3887.313116803864],[636.8978753572401, 1541.9832071186445, 2846.5274868282286, 2923.8360069213413, 3923.374640187968],[624.1258437909923, 1512.6070353414464, 1756.204770198542, 2844.5988256947658, 3718.1916905347534, 3967.2468957385904]	[810.606928972553, 3147.4830069049467, 637.3735456823722],[131.9347001930298, 180.83092953031792, 119.82495907974159, 307.08777968041124],[70.44055486937616, 133.0522046769197, 190.69327367292527, 2027.4486824216076, 382.576680772143],[51.00504701627536, 218.20205119074078, 1054.6641084260525, 124.66160181532744, 922.6398329851461, 613.1191401510224]			5	1	4			99	99	99
479	4	s	RP	TT	Trinidad	IT	FC						DRESS	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			EH	1	nineteenth	century	sp	654.2	1914	2921	168.4	107.5	203.9	16.178	16.131	16.225	0.094	e	nasal	apical	voiced	oral_apical	complex_two_syl			S	N	internal	2	N AY1 N T IY1 N TH	S EH1 N CH ER0 IY0	SP	620.8979	1892.9689	639.8277	1903.399	641.4849	1903.3129	607.9943	1875.9174	618.0659	1898.4558	481.137	1591.573				163.9047506877		5	5	[601.0962671913984, 2018.3880780991972, 3194.7415819435587],[651.6762795342056, 1915.614045962331, 2923.0419230976736, 3737.448233819754],[641.4849386268941, 1903.3129284558916, 2853.5996703095084, 2917.026212675426, 3730.960504307233],[636.4972896877683, 1165.979761591345, 1910.300712024085, 2855.490900258037, 3376.162945595399, 4019.246424568925]	[1659.452610325074, 540.482314801122, 412.7115566912749],[168.13925944546853, 105.34440983063774, 201.84992517365168, 455.0746081194174],[132.71360613089487, 110.03232660554909, 3827.862689985881, 245.0826944521875, 530.2995451411131],[143.86236438756018, 1794.559492053579, 87.26625973312453, 240.5380322199854, 617.6781415011819, 612.7574601987773]			4	2	2			99	99	99
481	4	s	RP	TT	Trinidad	IT	FC						DRESS	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			EH	2	sp	destination	sp	643.3	1625.4	2440.6	102.2	127.9	2300.4	17.774	17.722	17.826	0.104	e	fricative	apical	voiceless	oral_apical	complex_two_syl			D	S	internal	2	SP	D EH2 S T AH0 N EY1 SH AH0 N	SP	581.299	1766.7288	594.5866	1697.1476	643.279	1625.358	618.7365	1637.8929	576.5942	1656.2446	472.504	1401.404				31.6689395465		5	5	[926.7267235547873, 1550.1404544271095, 3134.381888972787],[656.4981483319579, 1644.9546700530348, 2853.320361050325, 3851.5515286137243],[643.279021427638, 1625.3580237390486, 2440.6202432920363, 2875.3594284412775, 3908.2338295771956],[630.4349592515621, 1524.2479136065838, 1636.6468663397366, 2855.499011785991, 3497.852461947734, 3936.1924118162574]	[1837.0173490087257, 1196.4952887619133, 642.5125635390041],[131.12509931259757, 114.19146555833446, 148.78072772986246, 333.48947510314036],[102.22663160242847, 127.93978867553349, 2300.391811271942, 190.52949452558457, 296.6280255049068],[91.49064721193835, 1385.5977861317626, 166.71829913947087, 165.57836094992743, 1502.2195172316826, 359.370290495566]			5	2	4			99	99	99
490	4	s	RP	TT	Trinidad	IT	FC						DRESS	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			EH	2	sp	advent	sp	605.8	1698	2741.8	121.8	107.6	159.6	23.543	23.5	23.586	0.086	e	nasal	apical	voiced	oral_labial	complex_coda			V	N	internal	4	SP	AE1 D V EH2 N T	SP	582.7002	1700.2542	590.0865	1717.5304	605.798	1697.986	590.6988	1715.6995	576.9964	1727.3667	442.474	1449.438				52.0420101457		4	5	[676.9004905483457, 1822.1515518377146, 3009.0035641683908],[605.7979585074494, 1697.9859973777288, 2741.8085770310036, 3718.722490002508],[595.9137131983397, 1681.1993144402732, 2589.097230334811, 2746.3707478856395, 3768.3024005413395],[584.8854907039638, 1371.6849772240494, 1699.0899549780531, 2719.2073805119835, 3409.79623786711, 3944.508885808102]	[1197.6825971718845, 757.9770444696652, 541.7682578053721],[121.76443646159781, 107.58958868128163, 159.55187500136935, 430.72610805885336],[91.9971105455142, 115.17174043509219, 2688.4883332108175, 208.27235756539577, 465.48938453722866],[84.88679141892266, 1386.2110834454943, 127.31720822874586, 163.7091036576074, 828.879554577576, 607.9756313271594]			4	1	2			99	99	99
527	4	s	RP	TT	Trinidad	IT	FC						DRESS	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			EH	2	sp	sunsets	sp	638.9	1593.6	2768.4	103.1	91.4	166.1	51.511	51.458	51.565	0.107	e	stop	apical	voiceless	oral_apical	complex_coda			S	T	internal	5	SP	S AH1 N S EH2 T S	SP	554.2383	1550.2502	620.0576	1568.9794	638.9379	1593.5708	623.8635	1603.8858	616.5065	1603.3639	468.938	1380.618				51.7000896324		5	5	[821.5511427389607, 1422.2909768373129, 3036.5839470147826],[642.3421257775451, 1603.3131308380132, 2804.1054312116744, 3940.562526522902],[638.9378562673421, 1593.5708490482323, 2768.4138389429054, 3776.3190827689864],[618.7230210734919, 1481.7710820775283, 1598.0833799903724, 2782.4263661412597, 3739.0028990470855]	[2227.5516757140977, 1054.7388266816204, 811.9796760529141],[130.27922173875243, 116.45889007306434, 169.34157266099865, 497.66521698872725],[103.094671518118, 91.41318037679228, 166.0867059829855, 586.1892071922421],[82.8749521104046, 1313.4383224873518, 145.74908503807404, 122.32990180310729, 421.7883857704833]			5	1	4			99	99	99
